setting,z0,z1,Da,composition,T0,P0,rho0,critical_depth,critical_pressure,critical_temperature,plag_out_pressure,plag_out_temperature,plag_out_depth,effective_delta_rho,max_delta_rho,max_rho,max_densification_rate_1Myr,max_densification_rate_100kyr,max_densification_rate_50kyr,max_densification_rate_10kyr
,,,10000.0,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,93.0,1487.0,88751.75035007001,nan,nan,3.2151822735852584,nan,nan,nan,nan
,,,10000.0,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,82240.44808961793,93.0,1487.0,93.0,1487.0,83650.73014602921,0.05326852083218443,0.06379383838002761,3.2945965448860277,nan,nan,nan,nan
,,,10000.0,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,76689.33786757351,93.0,1487.0,93.0,1487.0,82900.58011602321,0.0936598590530383,0.10849924302921687,3.339301949535217,nan,nan,nan,nan
,,,10000.0,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,62616.523304660936,93.0,1487.0,93.0,1487.0,74918.98379675935,0.10550838541362173,0.12390094456462997,3.35470365107063,nan,nan,nan,nan
,,,0.01,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,nan,nan,nan,nan,nan,2.851034001964668,nan,nan,nan,nan
,,,0.01,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,nan,nan,nan,nan,nan,nan,nan,nan,2.916145521544551,nan,nan,nan,nan
,,,0.01,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,nan,nan,nan,nan,nan,nan,nan,nan,2.9504105867207633,nan,nan,nan,nan
,,,0.01,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,nan,nan,nan,nan,nan,nan,nan,nan,3.0084978315646067,nan,nan,nan,nan
,,,0.03,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,nan,nan,nan,nan,nan,2.8990660003285376,nan,nan,nan,nan
,,,0.03,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,nan,nan,nan,nan,nan,nan,nan,nan,2.97077670608408,nan,nan,nan,nan
,,,0.03,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,nan,nan,nan,nan,nan,nan,nan,nan,3.006846874633708,nan,nan,nan,nan
,,,0.03,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,nan,nan,nan,nan,nan,nan,nan,nan,3.0623268005358333,nan,nan,nan,nan
,,,0.1,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,nan,nan,nan,nan,nan,3.0049728952718735,nan,nan,nan,nan
,,,0.1,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,nan,nan,nan,nan,nan,nan,nan,nan,3.0859433437057895,nan,nan,nan,nan
,,,0.1,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,nan,nan,nan,nan,nan,nan,nan,nan,3.1251567536299754,nan,nan,nan,nan
,,,0.1,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,nan,nan,nan,nan,nan,nan,nan,nan,3.1712539996132194,nan,nan,nan,nan
,,,0.3,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,nan,nan,nan,nan,nan,3.10139500947687,nan,nan,nan,nan
,,,0.3,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,nan,nan,nan,nan,nan,nan,nan,nan,3.1858395800869768,nan,nan,nan,nan
,,,0.3,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,169197.8395679136,93.0,1637.0,nan,nan,nan,0.004874161846159148,0.009364245792864434,3.2250905653988644,nan,nan,nan,nan
,,,0.3,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,146963.39267853572,93.0,1637.0,nan,nan,nan,0.02702861192664478,0.043302790557524506,3.2590291101635245,nan,nan,nan,nan
,,,1.0,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,93.0,1637.0,177359.47189437886,nan,nan,3.1616366530746296,nan,nan,nan,nan
,,,1.0,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,152274.4548909782,93.0,1637.0,93.0,1637.0,158575.7151430286,0.011619000217367177,0.020279828468029226,3.236006148074029,nan,nan,nan,nan
,,,1.0,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,126919.38387677536,93.0,1637.0,93.0,1637.0,158395.67913582717,0.03974940985310795,0.06395843067087048,3.2796847502768705,nan,nan,nan,nan
,,,1.0,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,112996.59931986398,93.0,1637.0,93.0,1637.0,139761.9523904781,0.058171753984987626,0.08627974847615016,3.30200606808215,nan,nan,nan,nan
,,,3.0,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,93.0,1637.0,135471.0942188438,nan,nan,3.1859171373674493,nan,nan,nan,nan
,,,3.0,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,121608.32166433286,93.0,1637.0,93.0,1637.0,124008.80176035207,0.025922721615570084,0.03726374808360999,3.25299006768961,nan,nan,nan,nan
,,,3.0,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,105525.1050210042,93.0,1637.0,93.0,1637.0,123798.75975195039,0.06043483710758838,0.08081256115054547,3.2965388807565454,nan,nan,nan,nan
,,,3.0,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,93942.78855771155,93.0,1637.0,93.0,1637.0,111196.23924784957,0.07632727654578174,0.09773840991647686,3.313464729522477,nan,nan,nan,nan
,,,10.0,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,93.0,1637.0,115397.07941588317,nan,nan,3.192435428420361,nan,nan,nan,nan
,,,10.0,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,102134.42688537708,93.0,1637.0,93.0,1637.0,105135.02700540109,0.03369269809043798,0.04537625794635636,3.2611025775523563,nan,nan,nan,nan
,,,10.0,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,91092.21844368873,93.0,1637.0,93.0,1637.0,104654.93098619724,0.07088572839603953,0.0869422483542297,3.3026685679602297,nan,nan,nan,nan
,,,10.0,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,80740.14802960592,93.0,1637.0,93.0,1637.0,93972.79455891179,0.084770628991243,0.0983498643495282,3.314076183955528,nan,nan,nan,nan
,,,30.0,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,93.0,1637.0,106635.32706541309,nan,nan,3.1937001468205,nan,nan,nan,nan
,,,30.0,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,94062.8125625125,93.0,1637.0,93.0,1637.0,97243.44868973795,0.03874016179203463,0.051102203342507924,3.266828522948508,nan,nan,nan,nan
,,,30.0,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,84790.95819163832,93.0,1637.0,93.0,1637.0,96523.30466093219,0.0764085981631587,0.09207246425128668,3.3077987838572867,nan,nan,nan,nan
,,,30.0,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,73688.73774754952,93.0,1637.0,93.0,1637.0,85781.15623124625,0.08881005491931432,0.10185295828052654,3.3175792778865265,nan,nan,nan,nan
,,,100.0,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,93.0,1637.0,101234.24684936988,nan,nan,3.1937187375494083,nan,nan,nan,nan
,,,100.0,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,90672.13442688537,93.0,1637.0,93.0,1637.0,92892.57851570315,0.04074302638150038,0.052736641648402305,3.2684629612544023,nan,nan,nan,nan
,,,100.0,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,82870.57411482296,93.0,1637.0,93.0,1637.0,92142.42848569714,0.07872703567918557,0.09329656669435682,3.309022886300357,nan,nan,nan,nan
,,,100.0,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,69247.84956991399,93.0,1637.0,93.0,1637.0,81820.36407281455,0.0915548519607737,0.10500862253886245,3.3207349421448624,nan,nan,nan,nan
,,,300.0,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,93.0,1637.0,98743.74874974995,nan,nan,3.1937158168855997,nan,nan,nan,nan
,,,300.0,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,89171.83436687337,93.0,1637.0,93.0,1637.0,90762.15243048611,0.04120976117126324,0.05301988739471586,3.268746207000716,nan,nan,nan,nan
,,,300.0,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,82240.44808961793,93.0,1637.0,93.0,1637.0,90042.00840168033,0.07930010851128946,0.09308376757202197,3.308810087178022,nan,nan,nan,nan
,,,300.0,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,67117.42348469695,93.0,1637.0,93.0,1637.0,80320.06401280256,0.09128353179760987,0.10538361686001663,3.3211099364660166,nan,nan,nan,nan
,,,1000.0,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,93.0,1637.0,97393.47869573915,nan,nan,3.19371688363291,nan,nan,nan,nan
,,,1000.0,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,88421.68433686737,93.0,1637.0,93.0,1637.0,89621.92438487697,0.04134378218965471,0.05306503439003363,3.2687913539960336,nan,nan,nan,nan
,,,1000.0,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,82000.400080016,93.0,1637.0,93.0,1637.0,88961.79235847169,0.0794676187324927,0.09288289976934383,3.308609219375344,nan,nan,nan,nan
,,,1000.0,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,66547.30946189238,93.0,1637.0,93.0,1637.0,79539.90798159632,0.09103125054179738,0.10527342549314245,3.3209997450991424,nan,nan,nan,nan
,,,3000.0,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,93.0,1637.0,96823.3646729346,nan,nan,3.1937171244391473,nan,nan,nan,nan
,,,3000.0,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,88151.6303260652,93.0,1637.0,93.0,1637.0,89171.83436687337,0.041379144196578926,0.053065693599478436,3.2687920132054784,nan,nan,nan,nan
,,,3000.0,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,81940.38807761553,93.0,1637.0,93.0,1637.0,88571.71434286857,0.07950028237007076,0.09279281165993813,3.308519131265938,nan,nan,nan,nan
,,,3000.0,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,66517.30346069214,93.0,1637.0,93.0,1637.0,79269.85397079415,0.09101794933273309,0.10520595559549006,3.32093227520149,nan,nan,nan,nan
,,,10000.0,sammon_2021_deep_crust,1637.0,8075.999999999999,2837.046008831773,nan,nan,nan,93.0,1637.0,96583.31666333268,nan,nan,3.1937134440100516,nan,nan,nan,nan
,,,10000.0,sammon_2021_lower_crust,1637.0,8075.999999999999,2907.796522602301,88031.60632126426,93.0,1637.0,93.0,1637.0,88991.79835967193,0.0413774137404841,0.05306261091691544,3.2687889305229154,nan,nan,nan,nan
,,,10000.0,hacker_2015_md_xenolith,1637.0,8075.999999999999,2944.220587529073,81910.38207641529,93.0,1637.0,93.0,1637.0,88391.67833566712,0.07948495638753632,0.09274959893095414,3.308475918536954,nan,nan,nan,nan
,,,10000.0,mackwell_1998_maryland_diabase,1637.0,8075.999999999999,3004.1067130069864,66517.30346069214,93.0,1637.0,93.0,1637.0,79149.82996599321,0.0909903163083168,0.10516236844452775,3.3208886880505277,nan,nan,nan,nan
